,company,title,name,position,industry,usage,paid_status,source,date,total,ease,feature,support,value,recommend,comments,pros,cons,overall,recommendations to other buyers,employees
1543,brushfire,Best people to work with; simple to learn program,Debi S.,Admin Ass't - Music,,2+ years,NO,Capterra,2017-05-16,5,5.0,5.0,5.0,5.0,10.0,,Very easy to learn and I'm NOT a computer person. I learn as I go! Every time we use it there are upgrades that improve the process but it is still a simple process to learn and pass on to other users. I love being able to find customer/purchase info. Many ministries use Brushfire on our campus and seem very happy with it.,Sometimes the process seems slow because of the many pages. We typically have a crowd of people to serve at one time so it would be great if it wasn't such a long process.,We are able to encourage our congregation to purchase online which helps alleviate the crowd situation.,,
1544,brushfire,"I love brushfire and the people behind the software, its been a helpful tool to help me do ministry.",Rachel B.,Conference Coordinator,,2+ years,NO,Capterra,2017-05-25,5,4.0,4.0,5.0,5.0,10.0,,I like that the software has customization to it that allows you to modify things so easily and quickly. It is a great tool to bring clear communication to your attendees pre during and post an event. The report features and tracking from years past is helpful. I've used many registration softwares and brushfire has hands down always been my favorite.,The one thing that as a new user that I didn't like much was how many things you have to click on to get somewhere. And that there is a lot of ways you can get to the same thing. It was a lot before I knew how to get around.,,,
1545,brushfire,"Awesom, easy, and perfectly suited to our needs!",Brent D.,Worship Pastor,,1-2 years,NO,Capterra,2017-05-25,5,4.0,5.0,5.0,5.0,10.0,,"The system, process, and support are second to none. We sold 25,000 tickets with ease. Will never use anyone or anything else.","A small learning curve for new users, however, tech support is available and goes above and beyond.","We used to do ticket sales on our own or through a local company - Brushfire is so much more professional, easy, and brings results.",,
1546,brushfire,Great service,Jan C.,Business Manager,,2+ years,NO,Capterra,2016-12-05,5,5.0,5.0,5.0,5.0,10.0,,"Easy to use, very flexible to accommodate almost any event",,Brushfire staff are always very helpful. We often have to implement an event with short notice. They respond in a timely manner and always come through for us.,,
1547,brushfire,Exemplary service since 2005/2006,Tommie B.,"Office Manager, Music Ministry",,2+ years,NO,Capterra,2016-11-30,5,5.0,5.0,5.0,5.0,10.0,,Ease of use. Appealing and clear presentation. Service support is EXCEPTIONAL.,Nothing comes to mind.,"Our experience with this online ticketing service has been fantastic in every aspect. We have used this service every year for our major Christmas productions (2-3 shows). Response time to any requests for additional support or customization for our event needs is always immediate. They are exceptional in every way and we will continue to use this service for all our online ticketing needs, and will continue to encourage others in our organization to do so. Impossible to imagine another ticketing company providing the quality of product and service that Brushfire does.",,
1548,brushfire,Very helpful in navigating our specific needs for an event.,Christine C.,Public Relations Account Manager,,2+ years,NO,Capterra,2017-05-16,5,4.0,4.0,4.0,5.0,8.0,,"I like that is has capabilities beyond just tickets like email, a database, customizable fields. I like that we can set up a customized form for people to fill out for our specific events. It is really nice to have the scanning technology for checking people in!",It would be helpful to have a record of which emails were sent (like a distribution report) to verify the email addresses.,Ease and convenience! It's nice to have all the information in one spot and where we can email those who have registered.,,
1549,brushfire,Perfect solution for our needs!,Chris T.,Registration Coordinator,,2+ years,NO,Capterra,2017-05-23,5,5.0,5.0,5.0,5.0,10.0,,Immediate customer service! Every question is resolved within minutes. We love the support from Brushfire.,,,,
1550,brushfire,I've used Brushfire several times to manage large events with different moving dynamics.,Katherine H.,Event Coordinator,,1-2 years,NO,Capterra,2017-05-16,5,4.0,5.0,5.0,5.0,10.0,,"The versatility and functionality of the software are unparalleled in the event field! You can make it do almost anything that you want. I've managed volunteers, multiple breakout groups, lunches, everything pertaining to my event through Brushfire - AND it allows me to pull data and reports on all of those functions. I've never seen anything like it. The support team and customer service have always been so prompt and helpful that I literally can't complain.",,"This software has been invaluable in managing attendance and all aspects of our events. The major benefits have been reporting, tracking attendance and financials, sending communication to attendees, etc.",,
1551,brushfire,Outstanding Technical Support,Garrett R.,Awaken Conference Director,,2+ years,NO,Capterra,2019-01-03,5,5.0,5.0,5.0,5.0,10.0,,"The team at Brushfire is incredibly responsive (and always has been). My organization has worked with them several times in the past, but recently my team needed some intense customization done for a project and the Brushfire team knocked it out of the park. We needed their help and they came through. Can't say enough about their development team or their company...you need Brushfire in your corner!","There is nothing to dislike. Read on, reader.",,,
1552,brushfire,"Easy to use, does everything we need to manage our theatre events",Ruth L.,Box Office Director/Volunteer,,1-2 years,NO,Capterra,2018-12-30,5,5.0,5.0,5.0,5.0,10.0,,"I am the parent volunteer running the box office for our high school's School of the Arts. We produce events large and small. It is easy to set up events, promotional codes, ticket types -- everything we need. Reporting is great. Most importantly, the support provided by the BF team is absolutely excellent. If I send a question in, they respond promptly! I'm an IT professional for my ""day job"" -- I wish all of my vendors worked like Brushfire does!","It took a bit to learn all of the functionality, but even that was made easy by the excellent online help.",,,
